transit_timestamp,transit_mode,station_complex_id,station_complex,Line,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,Georeference
02/07/22 19:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Full Fare,3,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 19:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Other,1,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 19:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Unlimited 7-Day,2,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 19:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Unlimited 30-Day,1,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 20:00:00,subway,445,Pelham Pkwy (5),5,Bronx,metrocard,Metrocard - Unlimited 30-Day,9,0,40.8589859,-73.85536194,POINT (-73.85536193847656 40.858985900878906)
02/07/22 20:00:00,subway,445,Pelham Pkwy (5),5,Bronx,metrocard,Metrocard - Unlimited 7-Day,1,0,40.8589859,-73.85536194,POINT (-73.85536193847656 40.858985900878906)
02/07/22 20:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Full Fare,1,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 20:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Unlimited 7-Day,3,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 20:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Unlimited 30-Day,5,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 21:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Full Fare,1,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 21:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Other,1,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 21:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Unlimited 7-Day,1,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 22:00:00,subway,445,Pelham Pkwy (5),5,Bronx,metrocard,Metrocard - Unlimited 30-Day,1,0,40.8589859,-73.85536194,POINT (-73.85536193847656 40.858985900878906)
02/07/22 22:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Other,2,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 22:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Unlimited 30-Day,2,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 23:00:00,subway,445,Pelham Pkwy (5),5,Bronx,metrocard,Metrocard - Unlimited 30-Day,1,0,40.8589859,-73.85536194,POINT (-73.85536193847656 40.858985900878906)
02/07/22 23:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Fair Fare,1,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
02/07/22 23:00:00,subway,446,Morris Park (5),5,Bronx,metrocard,Metrocard - Full Fare,2,0,40.85436249,-73.86049652,POINT (-73.8604965209961 40.85436248779297)
